pl_name,hostname,No.of stars,No.of Planets,No.of Moons,Discovery year,Discovery facility,Discovery Instrument,Orbital Period,Stellar effective Temparature,Stellar radius,Stellar mass,Stellar surface gravity,distance,Gaia Magnitude,releasedate
Kepler-62 f,Kepler-62,1,5,0,2013,Kepler,Kepler CCD Array,267.283301,4967.0,0.67,0.72,4.65,300.874,13.7197,2016-05-10
Kepler-620 b,Kepler-620,1,1,0,2016,Kepler,Kepler CCD Array,12.91375431,6253.0,1.0,0.93,4.41,1355.28,14.6381,2014-11-18
Kepler-621 b,Kepler-621,1,1,0,2016,Kepler,Kepler CCD Array,2.62811968,4244.15,,,,,14.8956,2019-04-18
Kepler-622 b,Kepler-622,1,1,0,2016,Kepler,Kepler CCD Array,14.2822856,4095.0,0.74,0.64,4.51,284.761,14.6521,2019-04-18
Kepler-623 b,Kepler-623,1,1,0,2016,Kepler,Kepler CCD Array,,5681.0,0.78,,,737.702,14.9634,2018-09-06
Kepler-624 b,Kepler-624,1,1,0,2016,Kepler,Kepler CCD Array,,6070.0,1.21,,,748.188,13.4569,2018-09-06
Kepler-625 b,Kepler-625,1,2,0,2016,Kepler,Kepler CCD Array,7.75194088,6049.15,1.45,1.13,4.17,760.708,13.2641,2016-07-28
Kepler-625 c,Kepler-625,1,2,0,2016,Kepler,Kepler CCD Array,4.1653651,6077.0,1.07,1.17,4.44,760.708,13.2641,2014-11-21
Kepler-626 b,Kepler-626,1,1,0,2016,Kepler,Kepler CCD Array,14.48587084,5583.62,1.02,0.99,4.42,635.643,13.9435,2019-04-18
Kepler-627 b,Kepler-627,1,1,0,2016,Kepler,Kepler CCD Array,40.69937624,6039.82,1.42,1.12,4.18,984.307,13.949,2016-07-28
Kepler-629 b,Kepler-629,1,1,0,2016,Kepler,Kepler CCD Array,7.2385854,5441.0,0.88,0.89,4.5,372.05,13.358,2014-11-21
Kepler-63 b,Kepler-63,1,1,0,2013,Kepler,Kepler CCD Array,9.43415263,5497.0,0.94,0.96,4.48,194.033,11.5352,2016-07-28
Kepler-630 b,Kepler-630,1,1,0,2016,Kepler,Kepler CCD Array,,5755.0,1.36,,,839.784,13.8518,2018-09-06
Kepler-631 b,Kepler-631,1,1,0,2016,Kepler,Kepler CCD Array,17.9797392,6224.04,1.35,1.2,4.26,761.966,13.493,2016-07-28
Kepler-632 b,Kepler-632,1,1,0,2016,Kepler,Kepler CCD Array,30.99660733,5275.0,0.92,0.82,4.43,,,2014-11-21
Kepler-633 b,Kepler-633,1,2,0,2016,Kepler,Kepler CCD Array,8.5033716,,,,,680.54,,2019-04-18
Kepler-633 c,Kepler-633,1,2,0,2021,Kepler,Kepler CCD Array,23.7832097,,,,,680.54,,2018-09-25
Kepler-634 b,Kepler-634,1,1,0,2016,Kepler,Kepler CCD Array,5.16950177,6458.0,1.09,1.03,4.38,888.027,13.4921,2014-11-21
Kepler-635 b,Kepler-635,1,1,0,2016,Kepler,Kepler CCD Array,23.44971004,6078.0,1.43,1.19,4.2,1141.08,13.2638,2015-08-25
Kepler-636 b,Kepler-636,2,1,0,2016,Kepler,Kepler CCD Array,16.08065726,5303.0,0.82,0.86,4.55,310.301,,2017-05-08
Kepler-637 b,Kepler-637,1,1,0,2016,Kepler,Kepler CCD Array,23.20584623,6722.0,1.47,1.3,4.22,786.091,13.3288,2014-11-21
Kepler-638 b,Kepler-638,1,1,0,2016,Kepler,Kepler CCD Array,6.07972888,5446.0,1.59,0.85,3.96,991.214,13.5186,2015-08-25
Kepler-639 b,Kepler-639,1,1,0,2016,Kepler,Kepler CCD Array,10.21418433,5798.73,1.73,1.04,3.98,850.242,13.2686,2019-04-18
Kepler-640 b,Kepler-640,1,1,0,2016,Kepler,Kepler CCD Array,22.24813967,5749.0,0.99,1.1,4.49,557.787,13.687,2015-08-25
Kepler-641 b,Kepler-641,1,1,0,2016,Kepler,Kepler CCD Array,9.48963348,5476.78,1.74,0.96,3.94,969.918,13.7625,2019-04-18
Kepler-642 b,Kepler-642,1,1,0,2016,Kepler,Kepler CCD Array,4.417463,6558.0,1.24,1.22,4.34,781.582,13.2945,2013-10-28
Kepler-643 b,Kepler-643,1,1,0,2016,Kepler,Kepler CCD Array,16.33889626,4883.0,2.69,1.15,3.64,1063.58,13.7694,2014-11-18
Kepler-644 b,Kepler-644,1,1,0,2016,Kepler,Kepler CCD Array,3.17391404,6420.67,1.83,1.29,4.02,1318.05,13.9601,2018-09-25
Kepler-645 b,Kepler-645,1,1,0,2016,Kepler,Kepler CCD Array,3.27582262,6449.0,1.27,1.07,4.26,1173.57,14.0305,2015-08-25
Kepler-646 b,Kepler-646,1,1,0,2016,Kepler,Kepler CCD Array,15.87360981,5429.4,0.84,0.95,4.57,451.794,13.7654,2018-09-25
Kepler-647 b,Kepler-647,1,2,0,2016,Kepler,Kepler CCD Array,16.2254649,5955.0,1.05,0.93,4.36,1087.87,13.9345,2014-11-18
Kepler-647 c,Kepler-647,1,2,0,2020,Kepler,Kepler CCD Array,29.66631669,5906.74,1.55,1.07,4.09,1087.87,13.9345,2018-09-25
Kepler-648 b,Kepler-648,1,1,0,2016,Kepler,Kepler CCD Array,17.4211749,5796.0,0.87,0.97,4.54,636.03,13.9145,2014-11-21
Kepler-649 b,Kepler-649,1,1,0,2016,Kepler,Kepler CCD Array,,5694.0,0.93,,,513.748,13.3936,2018-09-06
Kepler-65 b,Kepler-65,1,4,0,2012,Kepler,Kepler CCD Array,2.15491124,6181.0,1.42,1.23,4.22,303.728,10.9656,2017-05-08
Kepler-65 c,Kepler-65,1,4,0,2012,Kepler,Kepler CCD Array,5.85993596,6149.0,1.51,1.17,4.15,303.728,10.9656,2018-09-25
Kepler-65 d,Kepler-65,1,4,0,2012,Kepler,Kepler CCD Array,8.13119911,6149.0,1.51,1.17,4.15,303.728,10.9656,2016-07-28
Kepler-65 e,Kepler-65,1,4,0,2019,W. M. Keck Observatory,HIRES Spectrometer,258.8,,1.44,1.25,,303.728,10.9656,2019-06-13
Kepler-650 b,Kepler-650,1,1,0,2016,Kepler,Kepler CCD Array,3.03214559,5849.0,1.35,1.08,4.21,884.378,14.1242,2016-05-10
Kepler-651 b,Kepler-651,1,1,0,2016,Kepler,Kepler CCD Array,21.3845,5658.0,0.87,0.92,4.52,509.408,13.9621,2013-10-28
Kepler-652 b,Kepler-652,1,1,0,2016,Kepler,Kepler CCD Array,4.18200253,5392.0,0.89,0.86,4.47,394.55,13.4353,2015-08-25
Kepler-653 b,Kepler-653,1,2,0,2016,Kepler,Kepler CCD Array,,5612.0,1.21,,,595.634,13.3461,2018-09-06
Kepler-653 c,Kepler-653,1,2,0,2016,Kepler,Kepler CCD Array,0.90037648,5665.0,1.09,1.08,4.39,595.634,13.3461,2014-11-18
Kepler-654 b,Kepler-654,1,1,0,2016,Kepler,Kepler CCD Array,13.72465129,5865.0,1.11,1.04,4.36,974.124,13.6614,2016-05-10
Kepler-655 b,Kepler-655,1,1,0,2016,Kepler,Kepler CCD Array,46.40626,6261.79,1.23,1.22,4.34,752.562,13.4641,2018-09-25
Kepler-656 b,Kepler-656,1,2,0,2016,Kepler,Kepler CCD Array,1.26025878,5139.72,0.89,0.87,4.47,890.352,15.337,2019-04-18
Kepler-656 c,Kepler-656,1,2,0,2023,Kepler,Kepler CCD Array,5.25449393,5550.0,0.95,1.05,4.5,890.352,15.337,2017-05-08
Kepler-657 b,Kepler-657,1,1,0,2016,Kepler,Kepler CCD Array,24.54371315,5718.0,1.4,1.02,4.15,1691.88,15.319,2016-07-28
Kepler-658 b,Kepler-658,1,1,0,2016,Kepler,Kepler CCD Array,1.28707669,3736.0,0.53,0.53,4.72,388.384,15.491,2017-05-08
Kepler-659 b,Kepler-659,1,1,0,2016,Kepler,Kepler CCD Array,17.67178716,4764.0,0.8,0.77,4.52,722.64,15.5655,2016-07-28
Kepler-66 b,Kepler-66,1,1,0,2013,Kepler,Kepler CCD Array,17.8159689,5964.0,0.93,0.97,4.48,1202.96,15.1474,2017-05-08
Kepler-660 b,Kepler-660,1,1,0,2016,Kepler,Kepler CCD Array,9.27358194,4779.0,0.71,0.75,4.61,568.431,15.2644,2016-05-10
Kepler-661 b,Kepler-661,1,1,0,2016,Kepler,Kepler CCD Array,6.02929566,4392.0,0.68,0.69,4.62,534.788,15.8003,2016-07-28
Kepler-662 b,Kepler-662,1,1,0,2016,Kepler,Kepler CCD Array,21.67697486,4722.0,0.53,0.54,4.72,815.637,15.3741,2014-11-21
Kepler-663 b,Kepler-663,1,1,0,2016,Kepler,Kepler CCD Array,4.99678284,5264.0,0.82,0.86,4.55,1063.09,15.8686,2016-05-10
Kepler-664 b,Kepler-664,1,1,0,2016,Kepler,Kepler CCD Array,2.52558869,5583.0,0.94,0.99,4.49,1210.12,15.499,2019-04-18
Kepler-665 b,Kepler-665,1,1,0,2016,Kepler,Kepler CCD Array,16.01304736,4762.0,0.74,0.77,4.59,612.838,15.4019,2019-04-18
Kepler-666 b,Kepler-666,1,1,0,2016,Kepler,Kepler CCD Array,,6076.0,1.18,,,1508.71,15.3405,2018-09-06
Kepler-667 b,Kepler-667,1,1,0,2016,Kepler,Kepler CCD Array,41.43954,5353.0,0.88,0.8,4.46,2302.45,15.3616,2013-10-28
Kepler-668 b,Kepler-668,1,1,0,2016,Kepler,Kepler CCD Array,8.353917,5612.0,0.82,0.93,4.58,784.618,15.2931,2013-10-28
Kepler-669 b,Kepler-669,1,1,0,2016,Kepler,Kepler CCD Array,4.12554687,6174.0,1.1,1.16,4.42,2063.41,15.4817,2014-11-21
Kepler-67 b,Kepler-67,1,1,0,2013,Kepler,Kepler CCD Array,15.72585941,5135.0,0.82,0.87,4.55,1131.19,16.1723,2018-09-25
Kepler-670 b,Kepler-670,1,1,0,2016,Kepler,Kepler CCD Array,2.81650485,5653.0,0.96,0.94,4.44,939.744,15.0268,2014-11-21
Kepler-671 b,Kepler-671,1,1,0,2016,Kepler,Kepler CCD Array,4.2809636,5644.0,0.83,0.93,4.56,1168.26,15.3578,2017-05-08
Kepler-672 b,Kepler-672,1,1,0,2016,Kepler,Kepler CCD Array,38.37784,5899.0,0.9,1.0,4.53,1033.93,15.1312,2013-10-28
Kepler-673 b,Kepler-673,1,1,0,2016,Kepler,Kepler CCD Array,,5504.0,0.8,,,918.21,15.5056,2018-09-06
Kepler-674 b,Kepler-674,1,1,0,2016,Kepler,Kepler CCD Array,,4149.0,0.66,,,342.254,15.1272,2018-09-06
Kepler-675 b,Kepler-675,1,1,0,2016,Kepler,Kepler CCD Array,2.3374551,4963.0,0.67,0.76,4.66,665.68,15.3356,2013-10-28
Kepler-676 b,Kepler-676,1,1,0,2016,Kepler,Kepler CCD Array,,3691.0,0.56,,,295.196,15.8791,2018-09-06
Kepler-677 b,Kepler-677,1,1,0,2016,Kepler,Kepler CCD Array,6.57532602,5640.0,1.64,1.0,4.01,1954.08,15.297,2019-04-18
Kepler-678 b,Kepler-678,1,1,0,2016,Kepler,Kepler CCD Array,,5489.0,1.92,,,1826.15,15.0614,2018-09-06
Kepler-679 b,Kepler-679,1,1,0,2016,Kepler,Kepler CCD Array,12.39352464,5271.0,0.8,0.9,4.58,922.244,15.5291,2019-04-18
Kepler-68 b,Kepler-68,2,4,0,2013,Kepler,Kepler CCD Array,5.3988,5875.23,1.26,1.06,4.26,144.166,9.93355,2019-06-27
Kepler-68 c,Kepler-68,2,4,0,2013,Kepler,Kepler CCD Array,,5789.0,1.26,,,144.166,9.93355,2018-09-06
Kepler-68 d,Kepler-68,2,4,0,2013,W. M. Keck Observatory,HIRES Spectrometer,580.0,5793.0,1.24,1.08,4.28,144.166,9.93355,2014-05-14
Kepler-68 e,Kepler-68,2,4,0,2023,Roque de los Muchachos Observatory,HARPS-N Spectrograph,3455.0,5847.0,1.26,1.06,,144.166,9.93355,2023-04-17
Kepler-680 b,Kepler-680,1,1,0,2016,Kepler,Kepler CCD Array,3.68992629,5890.0,1.11,1.08,4.38,1492.48,15.2152,2016-05-10
Kepler-681 b,Kepler-681,1,1,0,2016,Kepler,Kepler CCD Array,26.39435646,5127.0,0.78,0.84,4.59,686.923,15.2271,2014-11-18
Kepler-682 b,Kepler-682,1,1,0,2016,Kepler,Kepler CCD Array,12.61190434,5795.0,0.92,0.99,4.51,1979.25,15.1172,2017-05-08
Kepler-683 b,Kepler-683,1,1,0,2016,Kepler,Kepler CCD Array,2.53918315,5521.79,1.04,0.97,4.39,1023.07,15.0008,2018-09-25
Kepler-684 b,Kepler-684,1,1,0,2016,Kepler,Kepler CCD Array,6.77030201,5666.0,0.68,0.77,4.66,1731.27,15.5793,2015-08-25
Kepler-685 b,Kepler-685,1,1,0,2016,Kepler,Kepler CCD Array,1.62552217,5539.0,1.11,0.94,4.32,938.715,15.0191,2017-05-08
Kepler-686 b,Kepler-686,1,1,0,2016,Kepler,Kepler CCD Array,1.59474546,5649.0,0.92,0.94,4.49,1490.94,15.5242,2016-05-10
Kepler-687 b,Kepler-687,1,1,0,2016,Kepler,Kepler CCD Array,20.50586602,4775.0,0.76,0.77,4.56,633.66,15.3943,2016-07-28
Kepler-688 b,Kepler-688,1,1,0,2016,Kepler,Kepler CCD Array,3.89593684,5557.0,0.78,0.84,4.58,1357.75,15.7323,2015-08-25
Kepler-689 b,Kepler-689,1,1,0,2016,Kepler,Kepler CCD Array,22.36656079,5413.0,0.75,0.81,4.59,1131.73,15.592,2014-11-18
Kepler-69 b,Kepler-69,1,2,0,2013,Kepler,Kepler CCD Array,13.7223682,5637.0,0.94,0.81,4.4,730.625,13.712,2017-05-08
Kepler-69 c,Kepler-69,1,2,0,2013,Kepler,Kepler CCD Array,242.46712,5637.0,0.94,0.81,4.4,730.625,13.712,2014-11-21
Kepler-690 b,Kepler-690,1,1,0,2016,Kepler,Kepler CCD Array,7.74809437,5918.0,1.08,1.15,4.43,1665.31,15.6723,2014-11-18
Kepler-691 b,Kepler-691,1,1,0,2016,Kepler,Kepler CCD Array,8.114379,3715.0,0.5,0.53,4.76,279.115,15.8385,2016-05-10
Kepler-692 b,Kepler-692,1,1,0,2016,Kepler,Kepler CCD Array,21.81295658,5330.0,0.9,0.92,4.5,991.336,15.5495,2016-07-28
Kepler-693 b,Kepler-693,2,1,0,2016,Kepler,Kepler CCD Array,15.37563332,4985.0,0.74,0.72,4.55,1151.51,16.414,2014-11-21
Kepler-694 b,Kepler-694,1,1,0,2016,Kepler,Kepler CCD Array,6.36584161,5787.0,0.85,0.94,4.55,1023.06,15.0857,2015-08-25
Kepler-695 b,Kepler-695,1,1,0,2016,Kepler,Kepler CCD Array,3.04033042,5035.0,0.79,0.75,4.52,842.947,15.1132,2014-11-18
Kepler-696 b,Kepler-696,1,1,0,2016,Kepler,Kepler CCD Array,4.19042566,6073.0,1.14,1.16,4.39,1416.44,15.2389,2017-05-08
Kepler-697 b,Kepler-697,1,1,0,2016,Kepler,Kepler CCD Array,3.70987065,5576.0,0.85,0.95,4.56,1277.33,15.5462,2015-08-25
Kepler-698 b,Kepler-698,1,1,0,2016,Kepler,Kepler CCD Array,16.32976218,5870.0,0.98,0.99,4.45,1995.57,15.432,2014-11-18
Kepler-7 b,Kepler-7,1,1,0,2009,Kepler,Kepler CCD Array,4.8854886,6036.0,1.91,1.24,3.97,922.562,12.8649,2017-05-08
Kepler-700 b,Kepler-700,1,1,0,2016,Kepler,Kepler CCD Array,80.87198379,5540.0,1.41,0.97,4.12,1491.76,15.1916,2019-04-18
Kepler-701 b,Kepler-701,1,1,0,2016,Kepler,Kepler CCD Array,10.355459,5455.0,0.89,0.84,4.47,774.152,14.9683,2013-10-28
Kepler-702 b,Kepler-702,1,1,0,2016,Kepler,Kepler CCD Array,10.52629406,5419.0,0.86,0.9,4.53,992.071,15.3098,2016-05-10
Kepler-703 b,Kepler-703,1,1,0,2016,Kepler,Kepler CCD Array,4.5835184,5796.0,0.87,0.98,4.55,1156.83,15.2533,2013-10-28
Kepler-704 b,Kepler-704,1,1,0,2016,Kepler,Kepler CCD Array,,5653.0,1.11,,,1228.83,15.2487,2018-09-06
Kepler-705 b,Kepler-705,1,1,0,2016,Kepler,Kepler CCD Array,56.05597307,3631.0,0.55,0.55,4.69,276.881,15.8521,2016-07-28
Kepler-707 b,Kepler-707,1,1,0,2016,Kepler,Kepler CCD Array,2.23749275,5228.0,0.76,0.84,4.6,591.776,14.9969,2015-08-25
Kepler-708 b,Kepler-708,1,1,0,2016,Kepler,Kepler CCD Array,3.16789194,5692.0,0.96,0.97,4.47,1394.22,15.5076,2016-05-10
Kepler-709 b,Kepler-709,1,1,0,2016,Kepler,Kepler CCD Array,,5239.0,0.76,,,664.843,15.1971,2018-09-06
Kepler-710 b,Kepler-710,1,1,0,2016,Kepler,Kepler CCD Array,4.34728553,5666.0,0.76,0.81,4.59,1448.34,15.0109,2015-08-25
Kepler-711 b,Kepler-711,1,1,0,2016,Kepler,Kepler CCD Array,23.58914398,4919.0,0.72,0.7,4.57,624.575,15.3293,2014-11-18
Kepler-712 b,Kepler-712,1,2,0,2016,Kepler,Kepler CCD Array,21.02247699,5148.0,0.78,0.84,4.58,872.493,15.8543,2016-05-10
Kepler-712 c,Kepler-712,1,2,0,2016,Kepler,Kepler CCD Array,226.8904775,4996.0,0.76,0.83,4.59,872.493,15.8543,2018-09-25
Kepler-713 b,Kepler-713,1,1,0,2016,Kepler,Kepler CCD Array,7.41113177,5819.0,1.08,1.05,4.39,1089.87,15.0191,2018-09-25
Kepler-714 b,Kepler-714,1,1,0,2016,Kepler,Kepler CCD Array,8.09888799,6167.0,1.06,1.15,4.44,2083.37,15.2407,2014-11-18
Kepler-715 b,Kepler-715,1,1,0,2016,Kepler,Kepler CCD Array,10.0065467,5855.0,1.17,1.06,4.32,1327.44,15.0333,2019-04-18
Kepler-716 b,Kepler-716,1,2,0,2016,Kepler,Kepler CCD Array,10.37168928,5121.0,0.89,0.82,4.46,635.009,15.1555,2017-05-08
Kepler-716 c,Kepler-716,1,2,0,2020,Kepler,Kepler CCD Array,3.96996298,5012.0,0.74,0.83,4.62,635.009,15.1555,2018-09-25
Kepler-717 b,Kepler-717,1,1,0,2016,Kepler,Kepler CCD Array,4.40840023,5485.0,0.85,0.88,4.53,2805.48,15.6239,2016-05-10
Kepler-718 b,Kepler-718,1,1,0,2016,Kepler,Kepler CCD Array,2.05234995,5767.0,1.17,1.03,4.32,1302.33,15.2456,2016-07-28
Kepler-719 b,Kepler-719,1,1,0,2016,Kepler,Kepler CCD Array,5.007312,5878.0,0.89,1.0,4.54,2497.51,15.9037,2013-10-28
Kepler-720 b,Kepler-720,1,1,0,2016,Kepler,Kepler CCD Array,4.70832654,5618.0,0.92,0.95,4.49,1065.37,15.1635,2016-05-10
Kepler-721 b,Kepler-721,1,1,0,2016,Kepler,Kepler CCD Array,5.39203498,4944.0,0.9,0.81,4.44,926.598,15.6428,2019-04-18
Kepler-722 b,Kepler-722,1,2,0,2016,Kepler,Kepler CCD Array,4.09357325,6077.0,1.0,1.08,4.47,1239.5,15.3733,2015-08-25
Kepler-722 c,Kepler-722,1,2,0,2016,Kepler,Kepler CCD Array,,6084.0,0.94,,,1239.5,15.3733,2018-09-06
Kepler-723 b,Kepler-723,1,1,0,2016,Kepler,Kepler CCD Array,4.08227489,5655.0,0.79,0.89,4.58,1071.8,15.201,2017-05-08
Kepler-724 b,Kepler-724,1,1,0,2016,Kepler,Kepler CCD Array,3.3149482,5283.54,0.92,0.91,4.47,853.119,15.1206,2019-04-18
Kepler-725 b,Kepler-725,1,1,0,2016,Kepler,Kepler CCD Array,39.64317811,5552.0,0.83,0.91,4.55,758.469,14.9929,2015-08-25
Kepler-726 b,Kepler-726,1,1,0,2016,Kepler,Kepler CCD Array,21.80451088,5511.0,0.72,0.79,4.62,762.081,15.035,2014-11-18
Kepler-727 b,Kepler-727,1,1,0,2016,Kepler,Kepler CCD Array,5.154441,5417.0,0.88,0.82,4.46,831.842,15.352,2013-10-28
Kepler-728 b,Kepler-728,1,1,0,2016,Kepler,Kepler CCD Array,5.74347727,5660.0,0.93,0.95,4.49,1765.23,15.5249,2016-05-10
Kepler-729 b,Kepler-729,1,1,0,2016,Kepler,Kepler CCD Array,3.16635371,6007.0,1.0,1.07,4.47,1921.15,15.5472,2015-08-25
Kepler-730 b,Kepler-730,1,2,0,2016,Kepler,Kepler CCD Array,6.49168426,6116.0,1.13,1.16,4.39,1935.04,15.6113,2015-08-25
Kepler-730 c,Kepler-730,1,2,0,2018,Kepler,Kepler CCD Array,2.85188338,5620.0,1.41,1.05,4.16,1935.04,15.6113,2019-01-17
Kepler-731 b,Kepler-731,1,1,0,2016,Kepler,Kepler CCD Array,3.85560392,6033.0,1.05,1.15,4.46,1257.16,15.2848,2017-05-08
Kepler-732 b,Kepler-732,1,2,0,2016,Kepler,Kepler CCD Array,,3582.0,0.53,,,174.826,15.0519,2018-09-06
Kepler-732 c,Kepler-732,1,2,0,2016,Kepler,Kepler CCD Array,0.89304097,3582.0,0.46,0.49,4.81,174.826,15.0519,2017-05-08
Kepler-733 b,Kepler-733,1,1,0,2016,Kepler,Kepler CCD Array,20.83426731,5537.0,0.88,1.0,4.55,916.706,15.3954,2017-05-08
Kepler-734 b,Kepler-734,1,1,0,2016,Kepler,Kepler CCD Array,6.104862,5482.0,0.79,0.89,4.59,1157.21,14.4119,2013-10-28
Kepler-735 b,Kepler-735,1,1,0,2016,Kepler,Kepler CCD Array,11.51516988,5173.0,0.8,0.91,4.59,695.059,15.3849,2014-11-18
Kepler-736 b,Kepler-736,1,1,0,2016,Kepler,Kepler CCD Array,3.60146534,5052.0,0.85,0.81,4.48,1005.43,15.7425,2017-05-08
Kepler-737 b,Kepler-737,1,1,0,2016,Kepler,Kepler CCD Array,28.59908593,3793.0,0.52,0.52,4.72,205.118,15.1457,2016-07-28
Kepler-738 b,Kepler-738,1,1,0,2016,Kepler,Kepler CCD Array,24.58721573,5465.0,0.75,0.82,4.6,1113.65,15.5908,2014-11-18
Kepler-739 b,Kepler-739,1,1,0,2016,Kepler,Kepler CCD Array,12.53248389,5628.0,1.07,1.0,4.38,1370.65,15.4527,2016-07-28
Kepler-74 b,Kepler-74,1,1,0,2013,Kepler,Kepler CCD Array,7.340711,6000.0,1.12,1.18,,1177.55,14.3652,2019-03-21
Kepler-740 b,Kepler-740,1,1,0,2016,Kepler,Kepler CCD Array,3.58409537,5415.15,0.99,0.94,4.42,1442.02,15.9235,2019-04-18
Kepler-741 b,Kepler-741,1,1,0,2016,Kepler,Kepler CCD Array,7.03902374,6319.0,1.03,1.08,4.45,1661.87,15.0455,2014-11-21
Kepler-742 b,Kepler-742,1,1,0,2016,Kepler,Kepler CCD Array,8.36086357,4545.0,0.73,0.72,4.57,489.253,15.1722,2016-07-28
Kepler-743 b,Kepler-743,2,1,0,2016,Kepler,Kepler CCD Array,3.17926292,5530.0,0.84,0.96,4.57,278.987,12.5411,2014-11-21
Kepler-744 b,Kepler-744,1,1,0,2016,Kepler,Kepler CCD Array,12.06223957,5605.14,0.82,0.99,4.61,449.964,13.5843,2016-07-28
Kepler-745 b,Kepler-745,1,1,0,2016,Kepler,Kepler CCD Array,,5783.0,1.54,,,1780.38,15.1634,2018-09-06
Kepler-746 b,Kepler-746,1,1,0,2016,Kepler,Kepler CCD Array,3.48147059,5094.34,,,,,13.6111,2019-04-18
Kepler-747 b,Kepler-747,1,1,0,2016,Kepler,Kepler CCD Array,35.61760587,5123.0,0.78,0.74,4.52,3347.16,15.7244,2015-08-25
Kepler-748 b,Kepler-748,1,1,0,2016,Kepler,Kepler CCD Array,7.40758,5665.0,0.99,1.06,4.47,1705.99,15.2186,2013-10-28
Kepler-749 b,Kepler-749,1,1,0,2016,Kepler,Kepler CCD Array,17.317162,4940.93,0.77,0.81,4.57,721.027,15.7728,2019-04-18
Kepler-75 b,Kepler-75,1,1,0,2013,Kepler,Kepler CCD Array,8.88495109,5160.0,0.98,,4.4,835.356,15.1789,2023-03-28
Kepler-750 b,Kepler-750,1,2,0,2016,Kepler,Kepler CCD Array,9.4288,6243.0,1.02,1.12,4.47,1296.02,14.467,2013-10-28
Kepler-750 c,Kepler-750,1,2,0,2016,Kepler,Kepler CCD Array,4.08897299,6025.52,1.36,1.12,4.22,1296.02,14.467,2018-09-25
Kepler-751 b,Kepler-751,1,1,0,2016,Kepler,Kepler CCD Array,17.44490636,5387.0,0.84,0.87,4.54,760.43,14.98,2016-05-10
Kepler-752 b,Kepler-752,1,1,0,2016,Kepler,Kepler CCD Array,18.82747265,5687.0,0.86,0.93,4.54,1232.29,15.7185,2014-11-21
Kepler-753 b,Kepler-753,1,1,0,2016,Kepler,Kepler CCD Array,5.74772501,3937.0,0.52,0.53,4.73,274.767,14.4746,2015-08-25
Kepler-754 b,Kepler-754,1,1,0,2016,Kepler,Kepler CCD Array,14.5598556,6016.43,1.49,1.11,4.14,1770.27,15.1258,2018-09-25
Kepler-755 b,Kepler-755,2,2,0,2016,Kepler,Kepler CCD Array,1.269095,5088.0,0.76,0.75,4.55,399.034,14.0242,2013-10-28
Kepler-755 c,Kepler-755,2,2,0,2016,Kepler,Kepler CCD Array,2.85313364,5095.0,0.77,0.73,4.53,399.034,14.0242,2014-11-21
Kepler-756 b,Kepler-756,1,1,0,2016,Kepler,Kepler CCD Array,1.22486644,,,,,,15.3912,2018-09-25
Kepler-757 b,Kepler-757,1,1,0,2016,Kepler,Kepler CCD Array,1.02267805,5667.0,1.25,1.01,4.25,1068.68,14.7637,2019-04-18
Kepler-758 b,Kepler-758,1,4,0,2016,Kepler,Kepler CCD Array,12.10982274,6442.0,1.53,1.3,4.18,1502.32,14.3267,2016-07-28
Kepler-758 c,Kepler-758,1,4,0,2016,Kepler,Kepler CCD Array,4.75793986,6692.0,1.35,1.26,4.28,1502.32,14.3267,2014-11-21
Kepler-758 d,Kepler-758,1,4,0,2016,Kepler,Kepler CCD Array,20.4966197,6692.0,1.35,1.26,4.28,1502.32,14.3267,2014-11-21
Kepler-758 e,Kepler-758,1,4,0,2016,Kepler,Kepler CCD Array,8.19345065,6021.0,1.46,0.96,4.09,1502.32,14.3267,2017-05-08
Kepler-759 b,Kepler-759,1,1,0,2016,Kepler,Kepler CCD Array,41.81287,5900.0,0.97,0.98,4.45,1073.48,14.7869,2013-10-28
Kepler-76 b,Kepler-76,1,1,0,2013,Kepler,Kepler CCD Array,1.54492888,6308.0,1.44,1.17,4.19,822.96,13.2755,2014-11-18
Kepler-760 b,Kepler-760,1,2,0,2016,Kepler,Kepler CCD Array,8.70419416,5423.0,1.12,0.92,4.3,792.336,15.0731,2014-11-18
Kepler-760 c,Kepler-760,1,2,0,2016,Kepler,Kepler CCD Array,2.46697819,5162.0,0.91,0.87,4.46,792.336,15.0731,2019-04-18
Kepler-761 b,Kepler-761,1,1,0,2016,Kepler,Kepler CCD Array,10.12804789,6124.0,1.01,0.96,4.41,830.707,14.7087,2014-11-18
Kepler-762 b,Kepler-762,1,1,0,2016,Kepler,Kepler CCD Array,3.7705521,6302.0,1.1,1.07,4.39,1898.26,15.4266,2014-11-21
Kepler-763 b,Kepler-763,1,3,0,2016,Kepler,Kepler CCD Array,,4988.0,0.86,,,962.459,15.6824,2018-09-06
Kepler-763 c,Kepler-763,1,3,0,2023,Kepler,Kepler CCD Array,4.09666758,5258.0,0.79,0.88,4.58,962.459,15.6824,2015-08-25
Kepler-763 d,Kepler-763,1,3,0,2023,Kepler,Kepler CCD Array,6.50327035,4999.0,0.84,0.8,4.49,962.459,15.6824,2017-05-08
Kepler-764 b,Kepler-764,1,1,0,2016,Kepler,Kepler CCD Array,7.33683936,5798.0,0.85,0.93,4.55,1047.84,15.3002,2015-08-25
